COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF HOSPITALIZATIONS,AGE-ADJUSTED HOSPITALIZATION RATE,COMMENT
Sonoma,2022,Race/ethnicity,Hispanic,All ages,30,2.5,
Stanislaus,2022,Race/ethnicity,Hispanic,All ages,109,4.1,
Sutter,2022,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tehama,2022,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2022,Race/ethnicity,Hispanic,All ages,0,0,
Tulare,2022,Race/ethnicity,Hispanic,All ages,124,3.8,
Tuolumne,2022,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2022,Race/ethnicity,Hispanic,All ages,93,2.6,
Yolo,2022,Race/ethnicity,Hispanic,All ages,14,2.3,
Yuba,2022,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
California,2022,Race/ethnicity,Asian/PI,All ages,1297,2.7,
Alameda,2022,Race/ethnicity,Asian/PI,All ages,124,3.1,
Alpine,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Amador,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Butte,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Calaveras,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Colusa,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Contra Costa,2022,Race/ethnicity,Asian/PI,All ages,38,2.2,
Del Norte,2022,Race/ethnicity,Asian/PI,All ages,0,0,
El Dorado,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Fresno,2022,Race/ethnicity,Asian/PI,All ages,44,4.4,
Glenn,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Imperial,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Inyo,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Kern,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kings,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Lake,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lassen,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Los Angeles,2022,Race/ethnicity,Asian/PI,All ages,251,1.9,
Madera,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Marin,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mariposa,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Mendocino,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Merced,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Modoc,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Mono,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Monterey,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Napa,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Nevada,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Orange,2022,Race/ethnicity,Asian/PI,All ages,144,2.5,
Placer,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Plumas,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Riverside,2022,Race/ethnicity,Asian/PI,All ages,37,2.5,
Sacramento,2022,Race/ethnicity,Asian/PI,All ages,86,3.8,
San Benito,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2022,Race/ethnicity,Asian/PI,All ages,33,2.3,
San Diego,2022,Race/ethnicity,Asian/PI,All ages,147,4.6,
San Francisco,2022,Race/ethnicity,Asian/PI,All ages,64,3.4,
San Joaquin,2022,Race/ethnicity,Asian/PI,All ages,32,3.2,
San Luis Obispo,2022,Race/ethnicity,Asian/PI,All ages,0,0,
San Mateo,2022,Race/ethnicity,Asian/PI,All ages,36,2.2,
Santa Barbara,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Clara,2022,Race/ethnicity,Asian/PI,All ages,148,2.6,
Santa Cruz,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Shasta,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sierra,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Siskiyou,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sonoma,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Stanislaus,2022,Race/ethnicity,Asian/PI,All ages,15,4.9,
Sutter,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tehama,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Trinity,2022,Race/ethnicity,Asian/PI,All ages,0,0,
Tulare,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tuolumne,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yolo,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yuba,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
California,2022,Race/ethnicity,AI/AN,All ages,38,2.3,
Alameda,2022,Race/ethnicity,AI/AN,All ages,0,0,
Alpine,2022,Race/ethnicity,AI/AN,All ages,0,0,
Amador,2022,Race/ethnicity,AI/AN,All ages,0,0,
Butte,2022,Race/ethnicity,AI/AN,All ages,0,0,
Calaveras,2022,Race/ethnicity,AI/AN,All ages,0,0,
Colusa,2022,Race/ethnicity,AI/AN,All ages,0,0,
Contra Costa,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Del Norte,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2022,Race/ethnicity,AI/AN,All ages,0,0,
Fresno,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Glenn,2022,Race/ethnicity,AI/AN,All ages,0,0,
Humboldt,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Imperial,2022,Race/ethnicity,AI/AN,All ages,0,0,
Inyo,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kern,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kings,2022,Race/ethnicity,AI/AN,All ages,0,0,
Lake,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lassen,2022,Race/ethnicity,AI/AN,All ages,0,0,
Los Angeles,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Madera,2022,Race/ethnicity,AI/AN,All ages,0,0,
Marin,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mariposa,2022,Race/ethnicity,AI/AN,All ages,0,0,
Mendocino,2022,Race/ethnicity,AI/AN,All ages,0,0,
Merced,2022,Race/ethnicity,AI/AN,All ages,0,0,
Modoc,2022,Race/ethnicity,AI/AN,All ages,0,0,
Mono,2022,Race/ethnicity,AI/AN,All ages,0,0,
Monterey,2022,Race/ethnicity,AI/AN,All ages,0,0,
Napa,2022,Race/ethnicity,AI/AN,All ages,0,0,
Nevada,2022,Race/ethnicity,AI/AN,All ages,0,0,
Orange,2022,Race/ethnicity,AI/AN,All ages,0,0,
Placer,2022,Race/ethnicity,AI/AN,All ages,0,0,
Plumas,2022,Race/ethnicity,AI/AN,All ages,0,0,
Riverside,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sacramento,2022,Race/ethnicity,AI/AN,All ages,0,0,
San Benito,2022,Race/ethnicity,AI/AN,All ages,0,0,
San Bernardino,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Diego,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Francisco,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Joaquin,2022,Race/ethnicity,AI/AN,All ages,0,0,
San Luis Obispo,2022,Race/ethnicity,AI/AN,All ages,0,0,
San Mateo,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Barbara,2022,Race/ethnicity,AI/AN,All ages,0,0,
Santa Clara,2022,Race/ethnicity,AI/AN,All ages,0,0,
Santa Cruz,2022,Race/ethnicity,AI/AN,All ages,0,0,
Shasta,2022,Race/ethnicity,AI/AN,All ages,0,0,
Sierra,2022,Race/ethnicity,AI/AN,All ages,0,0,
Siskiyou,2022,Race/ethnicity,AI/AN,All ages,0,0,
Solano,2022,Race/ethnicity,AI/AN,All ages,0,0,
Sonoma,2022,Race/ethnicity,AI/AN,All ages,0,0,
Stanislaus,2022,Race/ethnicity,AI/AN,All ages,0,0,
Sutter,2022,Race/ethnicity,AI/AN,All ages,0,0,
Tehama,2022,Race/ethnicity,AI/AN,All ages,0,0,
Trinity,2022,Race/ethnicity,AI/AN,All ages,0,0,
Tulare,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tuolumne,2022,Race/ethnicity,AI/AN,All ages,0,0,
Ventura,2022,Race/ethnicity,AI/AN,All ages,0,0,
Yolo,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yuba,2022,Race/ethnicity,AI/AN,All ages,0,0,
California,2022,Race/ethnicity,NHPI,All ages,117,9.6,
Alameda,2022,Race/ethnicity,NHPI,All ages,11,,Rate not available due to statistical instability
Alpine,2022,Race/ethnicity,NHPI,All ages,0,0,
Amador,2022,Race/ethnicity,NHPI,All ages,0,0,
Butte,2022,Race/ethnicity,NHPI,All ages,0,0,
Calaveras,2022,Race/ethnicity,NHPI,All ages,0,0,
Colusa,2022,Race/ethnicity,NHPI,All ages,0,0,
Contra Costa,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Del Norte,2022,Race/ethnicity,NHPI,All ages,0,0,
El Dorado,2022,Race/ethnicity,NHPI,All ages,0,0,
Fresno,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Glenn,2022,Race/ethnicity,NHPI,All ages,0,0,
Humboldt,2022,Race/ethnicity,NHPI,All ages,0,0,
Imperial,2022,Race/ethnicity,NHPI,All ages,0,0,
Inyo,2022,Race/ethnicity,NHPI,All ages,0,0,
Kern,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kings,2022,Race/ethnicity,NHPI,All ages,0,0,
Lake,2022,Race/ethnicity,NHPI,All ages,0,0,
Lassen,2022,Race/ethnicity,NHPI,All ages,0,0,
Los Angeles,2022,Race/ethnicity,NHPI,All ages,19,9,
Madera,2022,Race/ethnicity,NHPI,All ages,0,0,
Marin,2022,Race/ethnicity,NHPI,All ages,0,0,
Mariposa,2022,Race/ethnicity,NHPI,All ages,0,0,
Mendocino,2022,Race/ethnicity,NHPI,All ages,0,0,
Merced,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Modoc,2022,Race/ethnicity,NHPI,All ages,0,0,
Mono,2022,Race/ethnicity,NHPI,All ages,0,0,
Monterey,2022,Race/ethnicity,NHPI,All ages,0,0,
Napa,2022,Race/ethnicity,NHPI,All ages,0,0,
Nevada,2022,Race/ethnicity,NHPI,All ages,0,0,
Orange,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Placer,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Plumas,2022,Race/ethnicity,NHPI,All ages,0,0,
Riverside,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sacramento,2022,Race/ethnicity,NHPI,All ages,12,8.1,
San Benito,2022,Race/ethnicity,NHPI,All ages,0,0,
San Bernardino,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Diego,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Francisco,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Joaquin,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Luis Obispo,2022,Race/ethnicity,NHPI,All ages,0,0,
San Mateo,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Barbara,2022,Race/ethnicity,NHPI,All ages,0,0,
Santa Clara,2022,Race/ethnicity,NHPI,All ages,11,,Rate not available due to statistical instability
Santa Cruz,2022,Race/ethnicity,NHPI,All ages,0,0,
Shasta,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sierra,2022,Race/ethnicity,NHPI,All ages,0,0,
Siskiyou,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sonoma,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Stanislaus,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sutter,2022,Race/ethnicity,NHPI,All ages,0,0,
Tehama,2022,Race/ethnicity,NHPI,All ages,0,0,
Trinity,2022,Race/ethnicity,NHPI,All ages,0,0,
Tulare,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tuolumne,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yolo,2022,Race/ethnicity,NHPI,All ages,0,0,
Yuba,2022,Race/ethnicity,NHPI,All ages,0,0,
California,2022,Race/ethnicity,Multi-race,All ages,333,2.8,
Alameda,2022,Race/ethnicity,Multi-race,All ages,15,1.5,
Alpine,2022,Race/ethnicity,Multi-race,All ages,0,0,
Amador,2022,Race/ethnicity,Multi-race,All ages,0,0,
Butte,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Calaveras,2022,Race/ethnicity,Multi-race,All ages,0,0,
Colusa,2022,Race/ethnicity,Multi-race,All ages,0,0,
Contra Costa,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Del Norte,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Fresno,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
